session_id,station_id,started_at,ended_at,duration_minutes,energy_kwh,station_power_kw,session_type,price_per_kwh,cost_pln,driver_id,is_anomaly
a65e688eabf34d39bec21bbe66245bfa,162236,2025-02-27T14:24:00+00:00,2025-02-27T14:45:00+00:00,21.0,7.798,40.0,public,0.7948,6.2,DRV_cf0e2e68-d0dd,false
3985c3cf3f764e1d9efa21977394988f,506364,2025-08-20T19:15:00+00:00,2025-08-21T03:46:00+00:00,511.0,46.154,6.4,home,0.3917,18.08,DRV_7f7fd44c-38f2,false
a18ff6b6b535406e922c9a5601d74256,472800,2024-09-18T22:57:00+00:00,2024-09-19T01:16:00+00:00,139.0,13.889,8.9,home,0.3764,5.23,DRV_0ffa9665-7f91,false
ab4220a7474a493bbceddf2d839fbc50,175716,2025-07-31T14:17:00+00:00,2025-07-31T17:26:00+00:00,189.0,55.281,20.6,work,0.3405,18.82,DRV_ac689835-0986,false
922fe15ae1e34b63af7ddc76b92da22b,160959,2025-01-31T01:12:00+00:00,2025-01-31T06:13:00+00:00,301.0,32.219,9.2,home,0.3877,12.49,DRV_0ffa9665-7f91,false
30beb45f683544f28eb81f9d7914c120,469428,2024-12-26T12:25:00+00:00,2024-12-26T19:32:00+00:00,427.0,23.379,6.2,home,0.3858,9.02,DRV_1c7d1a14-2e64,false
778eedb3693d4fbcac6fa6115ab33edf,460080,2024-11-27T10:18:00+00:00,2024-11-27T15:09:00+00:00,291.0,43.306,14.2,work,0.314,13.6,DRV_b28b5c36-59df,false
56dc8907ba6c44aba712303a0f844fef,502190,2024-05-17T15:43:00+00:00,2024-05-17T20:16:00+00:00,273.0,21.324,5.4,home,0.3682,7.85,DRV_f5fe5f8f-53c2,false
72d8567d894a45e4b0b187ef310c0c00,188549,2024-11-07T16:01:00+00:00,2024-11-07T18:02:00+00:00,121.0,39.128,22.0,work,0.3292,12.88,DRV_cd19a3e2-7b2d,false
ec5b227cdfde4fbfbff350bf766ecb15,167250,2025-11-04T00:41:00+00:00,2025-11-04T09:26:00+00:00,525.0,54.766,9.2,home,0.4109,22.51,DRV_19e3f2bf-375e,false
ed2662e917e041b7b810238303c72ba8,256008,2024-04-05T12:25:00+00:00,2024-04-05T13:06:00+00:00,41.0,149.56,350.0,public,0.6973,104.29,DRV_e4ae6e83-c0da,false
36b824817b3a4e3ebc52fa17680ac07a,203702,2025-12-13T14:47:00+00:00,2025-12-13T15:35:00+00:00,48.0,44.532,100.0,public,0.8192,36.48,DRV_19e3f2bf-375e,false
6c4a37ea490647f2b47b6dbac8fe3ccd,162239,2024-04-09T01:20:00+00:00,2024-04-09T08:20:00+00:00,420.0,41.126,10.7,home,0.3412,14.03,DRV_aa75bf17-d11f,false
b7e99acaa97045e18e46d534c88a618e,306398,2024-11-29T14:01:00+00:00,2024-11-29T14:18:00+00:00,17.0,28.991,180.0,public,0.7837,22.72,DRV_7fa74149-3ad0,false
944528c00ef842d6b7fd564637bb3eec,194562,2025-05-09T09:45:00+00:00,2025-05-09T10:13:00+00:00,28.0,121.031,350.0,public,0.7378,89.29,DRV_3cad45b1-6c08,false
958ca9ba0cd640c28ea2622b504867ba,307835,2025-10-12T21:07:00+00:00,2025-10-13T05:35:00+00:00,508.0,45.643,7.2,home,0.4183,19.09,DRV_54f1705a-be3d,false
f5f59b220e8f48e0a84d82e587f7e1fb,167250,2024-05-15T09:28:00+00:00,2024-05-15T17:52:00+00:00,504.0,32.273,6.1,home,0.359,11.59,DRV_8e09c1d3-de48,false
acdabacc1165421098543881118a9d29,175716,2024-05-13T12:49:00+00:00,2024-05-13T12:49:00+00:00,0.0,0.0,16.6,work,0.3112,0.0,DRV_8d4d5f35-e365,false
3f07f81491d64f78a3e9de99f10c718b,176321,2025-05-24T19:55:00+00:00,2025-05-25T02:14:00+00:00,379.0,27.363,6.7,home,0.4081,11.17,DRV_adbc41dd-d5cd,false
956b8c0ca8494b92ab5252e314fcdd54,469428,2024-10-07T11:14:00+00:00,2024-10-07T19:17:00+00:00,483.0,55.464,9.9,home,0.3776,20.94,DRV_339b1933-d85d,false
b758588dab73495bb44a54b842c18a62,307835,2025-06-04T13:50:00+00:00,2025-06-04T22:41:00+00:00,531.0,25.001,3.8,home,0.4022,10.05,DRV_51185a46-8ce7,false
4ccc9bc2a53f4a28abf3e3fc21813d25,194465,2025-10-03T14:46:00+00:00,2025-10-03T15:46:00+00:00,60.0,293.416,350.0,public,0.7421,217.75,DRV_6c976415-6691,false
7552332702624f7392922f83ef8c485b,460080,2024-03-11T15:55:00+00:00,2024-03-11T19:51:00+00:00,236.0,48.879,14.5,work,0.2993,14.63,DRV_cd19a3e2-7b2d,false
369147eb89a2488b92c136e019985f15,306398,2025-10-16T13:48:00+00:00,2025-10-16T14:30:00+00:00,42.0,107.359,180.0,public,0.8009,85.98,DRV_55e9e0c9-13ec,false
e117dac3119c4ea3a18050815958a499,301732,2024-02-04T14:05:00+00:00,2024-02-04T14:36:00+00:00,31.0,122.27,350.0,public,0.6564,80.26,DRV_bb10ee6e-a271,false
b41b31438b10450c95704f32702cdd20,176228,2025-11-14T14:56:00+00:00,2025-11-14T20:52:00+00:00,356.0,107.842,20.2,work,0.3542,38.19,DRV_62569eb4-41e6,false
4ca415ea8dfa4a56912dbc9aaaf91531,175657,2025-12-22T10:01:00+00:00,2025-12-22T15:31:00+00:00,330.0,66.738,17.3,work,0.3703,24.71,DRV_85efc267-bc6d,false
8da01097be0f451b9b66b5a9e3c43657,171420,2025-06-21T20:20:00+00:00,2025-06-22T06:16:00+00:00,596.0,24.075,4.4,home,0.4098,9.87,DRV_6ce0368f-6b31,false
341ef40b57c740aab7b56ea735ebd32d,160959,2025-12-24T00:23:00+00:00,2025-12-24T08:13:00+00:00,470.0,20.939,4.8,home,0.4158,8.71,DRV_d1d0d142-596a,false
e7c421c740494b71bd106c6081627cf1,463062,2025-10-03T11:29:00+00:00,2025-10-03T16:21:00+00:00,292.0,63.054,14.8,work,0.3705,23.36,DRV_c26ef00a-98aa,false
c56811cd5563461680e85ece0b49452d,480696,2024-02-08T16:14:00+00:00,2024-02-08T21:11:00+00:00,297.0,82.42,19.3,work,0.3113,25.66,DRV_f12a17e7-2202,false
0279b6a68f9747b0ad7ce3c9b4a69f3c,175657,2024-01-03T14:07:00+00:00,2024-01-03T20:41:00+00:00,394.0,110.237,19.9,work,0.294,32.41,DRV_c078edf2-659b,false
951f58d05e84405895a804eb093923de,194330,2024-01-20T14:50:00+00:00,2024-01-20T15:28:00+00:00,38.0,24.147,50.0,public,0.6737,16.27,DRV_91035472-40b3,false
e623a6895d594d2a8eea04e70ab54bde,298781,2025-01-24T15:38:00+00:00,2025-01-24T20:53:00+00:00,315.0,52.429,13.4,work,0.3331,17.46,DRV_b3944f7b-811d,false
1a50aec3aabc45fabfe12e47ae9bec36,189427,2025-05-20T10:28:00+00:00,2025-05-20T15:48:00+00:00,320.0,51.948,11.6,work,0.3339,17.35,DRV_16633cb1-d1ee,false
9ee3ac2af94d4204a808593fdfed2c43,235604,2025-02-12T11:46:00+00:00,2025-02-12T19:34:00+00:00,468.0,89.334,17.4,work,0.3299,29.47,DRV_18cef4e4-83e1,false
e1a47e102d534dd08f8ebc5accc56569,469428,2025-06-28T05:54:00+00:00,2025-06-28T12:07:00+00:00,373.0,47.953,10.5,home,0.3991,19.14,DRV_06fc8b64-0bea,false
ee49f329c84a4b28950a1b46ecab3301,474506,2025-01-24T02:13:00+00:00,2025-01-24T09:25:00+00:00,432.0,49.03,7.7,home,0.386,18.92,DRV_c26ef00a-98aa,false
444d610b3f8743628f8d446abc2cbb0d,160899,2024-02-08T00:19:00+00:00,2024-02-08T06:27:00+00:00,368.0,16.478,5.2,home,0.3503,5.77,DRV_47c25cd4-9ca2,false
dbccc47709e94b0a9f46529061ee411a,157587,2024-08-09T20:56:00+00:00,2024-08-09T23:55:00+00:00,179.0,17.36,7.7,home,0.3565,6.19,DRV_40880882-238c,false
4e20fd1a598346e3b5d66ed4eb1fa9f2,502190,2025-12-28T17:32:00+00:00,2025-12-28T19:24:00+00:00,112.0,9.159,7.3,home,0.4226,3.87,DRV_581a5e7e-896e,false
dd463c09475247aa9408f9ac6601ddd0,194179,2024-11-17T20:16:00+00:00,2024-11-17T21:03:00+00:00,47.0,71.493,133.0,public,0.632,45.18,DRV_221c5b38-ba7e,false
89456f27d7fa4d8dbb2ca025adf4e62d,157550,2024-11-01T04:09:00+00:00,2024-11-01T14:06:00+00:00,597.0,63.546,7.0,home,0.3751,23.83,DRV_a89e992a-95e7,false
2db69edb42de4fccb86c2ca2e08596db,162239,2024-05-24T07:59:00+00:00,2024-05-24T17:43:00+00:00,584.0,61.539,7.5,home,0.3612,22.23,DRV_5c6c80bb-d3a5,false
82ec9f2dfbf6416f9b3080d56fb78271,157587,2025-12-26T19:32:00+00:00,2025-12-26T23:17:00+00:00,225.0,27.136,10.7,home,0.4125,11.19,DRV_b1ecf375-8627,false
b82c9074afd54ea589d7fd6cce777f00,506364,2024-08-13T01:51:00+00:00,2024-08-13T09:01:00+00:00,430.0,23.733,4.3,home,0.3695,8.77,DRV_fa2448b2-f621,false
5487fd4febb74385aa0b7b14f2e9702d,161416,2025-06-05T12:38:00+00:00,2025-06-05T18:14:00+00:00,336.0,69.01,17.9,work,0.3375,23.29,DRV_8bdea2fb-6d88,false
4ce1eb90e6694833b841d0a01fe771d6,189690,2024-02-07T08:26:00+00:00,2024-02-07T10:33:00+00:00,127.0,25.717,21.7,work,0.3067,7.89,DRV_688f19d5-6789,false
4bb00f20b27c4026a703b6365380b904,307435,2024-03-02T10:51:00+00:00,2024-03-02T11:23:00+00:00,32.0,95.173,250.0,public,0.6624,63.04,DRV_21e8596e-561c,false
ad64b56c610f4a3fb0bbac67aa38d0a1,175716,2025-07-28T12:21:00+00:00,2025-07-28T18:59:00+00:00,398.0,66.441,17.7,work,0.3493,23.21,DRV_851185aa-eb3e,false
8c459ce267f44ad58d0b0d1a91b0e1d9,157587,2025-05-28T18:46:00+00:00,2025-05-28T23:43:00+00:00,297.0,23.348,6.8,home,0.4043,9.44,DRV_d912c8e0-a397,false
9479e1e6c9274d9bae0d264835ce8841,307435,2025-06-29T10:27:00+00:00,2025-06-29T11:16:00+00:00,49.0,130.042,250.0,public,0.8003,104.07,DRV_19e3f2bf-375e,false
36b5229aacf5481eb13162697118e364,472800,2024-08-13T09:53:00+00:00,2024-08-13T11:58:00+00:00,125.0,9.669,6.3,home,0.3732,3.61,DRV_85dbf177-0ca9,false
2b70e525bc6748318bc84759f5b78cc7,502190,2025-12-25T10:30:00+00:00,2025-12-25T19:22:00+00:00,532.0,36.809,6.8,home,0.4236,15.59,DRV_e4b8a64b-c13e,false
55cee5db9e87404ca2086977a9f25336,160959,2025-04-05T03:19:00+00:00,2025-04-05T07:24:00+00:00,245.0,19.693,7.6,home,0.3977,7.83,DRV_c51c0488-d1ba,false
0640be0f25b84d4bb2fa2de8ce7ae7f6,507636,2025-12-18T21:43:00+00:00,2025-12-18T23:06:00+00:00,83.0,20.663,22.2,public,0.7435,15.36,DRV_a31ebfa0-52e4,false
a1384ddce2d94e5daa18ce4c74962764,210127,2024-06-04T14:51:00+00:00,2024-06-04T18:22:00+00:00,211.0,30.718,16.2,work,0.3176,9.76,DRV_ac4ee2cc-0e37,false
3e75c3b4664f4663be8f8095624c69b6,162238,2024-12-27T02:51:00+00:00,2024-12-27T10:51:00+00:00,480.0,48.738,7.3,home,0.3881,18.92,DRV_0eb58596-4dc5,false
c521bf2ddc454539803f3538e4855aa1,175716,2024-11-08T10:28:00+00:00,2024-11-08T13:31:00+00:00,183.0,26.614,11.9,work,0.3131,8.33,DRV_be032052-3a99,false
0cdb1ca476ec4dd68498e113b227462c,307648,2025-08-24T04:26:00+00:00,2025-08-24T14:04:00+00:00,578.0,55.955,9.0,home,0.3898,21.81,DRV_ac4ee2cc-0e37,false
cd29a36f222242e1b4daaebf1f115b76,161414,2025-08-19T09:08:00+00:00,2025-08-19T16:19:00+00:00,431.0,55.637,14.5,work,0.3589,19.97,DRV_29ae7d55-d1fc,false
f335cba3513a4052986f90258f15ba58,160959,2025-02-16T22:02:00+00:00,2025-02-17T05:38:00+00:00,456.0,57.395,9.4,home,0.3887,22.31,DRV_9d714b56-e42c,false
81392443e45b412eb8225688d0a44432,160899,2024-01-15T03:55:00+00:00,2024-01-15T07:22:00+00:00,207.0,24.697,9.4,home,0.3568,8.81,DRV_329b1b47-a616,false
be6033f728be4288a5af6e39722764e6,506364,2024-06-16T22:43:00+00:00,2024-06-17T01:52:00+00:00,189.0,17.608,7.2,home,0.3559,6.27,DRV_097bdd58-3aa0,false
a33dc7afd701410dbf4b1a70c074718e,463061,2024-02-14T15:34:00+00:00,2024-02-14T21:50:00+00:00,376.0,108.708,19.0,work,0.3104,33.74,DRV_48d4a9f9-4960,false
464c04af3d3f4799a07295e97c0e8cd8,502190,2025-10-18T20:35:00+00:00,2025-10-19T04:03:00+00:00,448.0,25.982,4.1,home,0.4013,10.43,DRV_59775306-4fb7,false
51d87c6455fa4ab8858f1f193c07c574,176321,2024-10-05T18:01:00+00:00,2024-10-05T22:10:00+00:00,249.0,37.667,10.3,home,0.3736,14.07,DRV_fc2f07d0-fcfc,false
10714d5136c54dacb4d7e28e271e3ee2,502190,2024-04-20T08:27:00+00:00,2024-04-20T16:42:00+00:00,495.0,76.203,10.9,home,0.3533,26.92,DRV_1ad84019-af7b,false
34f3193c0ff0455caa702e2f7746d0ba,303138,2024-11-23T18:55:00+00:00,2024-11-23T19:50:00+00:00,55.0,173.367,250.0,public,0.6956,120.6,DRV_5c8118ab-1f0b,false
b20dcb6ef2314f1795863a76c51155ff,194332,2024-03-11T18:27:00+00:00,2024-03-11T19:01:00+00:00,34.0,23.459,50.0,public,0.7134,16.74,DRV_a14ecc88-b351,false
c0e3befd4c7140fe9a0cdd7cf1578470,175653,2025-12-23T12:34:00+00:00,2025-12-23T18:49:00+00:00,375.0,84.709,16.1,work,0.364,30.83,DRV_aafdeea0-dff8,false
bf5d2fdf89c842abab44fa8dd5f25073,171420,2024-10-25T00:22:00+00:00,2024-10-25T09:44:00+00:00,562.0,43.6,6.5,home,0.3654,15.93,DRV_08be236f-1dad,false
382c043f7cfc4b79b875394ce5d6f6e6,462196,2025-11-30T10:06:00+00:00,2025-11-30T11:02:00+00:00,56.0,159.626,250.0,public,0.9162,146.26,DRV_b1aa7cc4-5273,false
addc3e13ab3b4d37960c95ee638c254c,161309,2025-07-01T08:19:00+00:00,2025-07-01T09:15:00+00:00,56.0,42.007,50.0,public,0.7057,29.64,DRV_040c3776-528d,false
20ac3703eb67446ab7a6e17cd72b6108,301732,2025-04-11T10:05:00+00:00,2025-04-11T10:56:00+00:00,51.0,252.698,350.0,public,0.8514,215.16,DRV_00b66992-b777,false
a48b3dbe157d44a186f028ffa9ba5a27,460947,2025-02-09T18:34:00+00:00,2025-02-10T02:07:00+00:00,453.0,50.675,8.2,home,0.4026,20.4,DRV_a31ebfa0-52e4,false
610cf37342994aa48cdf742b2e85cb21,274124,2025-07-05T21:58:00+00:00,2025-07-06T06:38:00+00:00,520.0,59.863,9.1,home,0.3968,23.75,DRV_b37cc533-8332,false
610e6a64e130461782dff33556666f9f,157587,2025-07-04T19:21:00+00:00,2025-07-05T05:15:00+00:00,594.0,37.208,4.8,home,0.3997,14.87,DRV_2ba3518f-0c98,false
8a175dfebfc04dc884f64d8678660765,312658,2024-01-11T15:51:00+00:00,2024-01-11T16:36:00+00:00,45.0,78.218,150.0,public,0.6106,47.76,DRV_3ef60d16-bdfd,false
c1156d6d0a4e4b70a6d964a3f510ab53,188549,2025-11-19T15:02:00+00:00,2025-11-19T18:24:00+00:00,202.0,38.367,20.1,work,0.3554,13.63,DRV_13776789-b7d0,false
ab61a7b1793b4c32a05004943d114802,162239,2024-12-02T19:30:00+00:00,2024-12-03T04:16:00+00:00,526.0,32.891,7.2,home,0.394,12.96,DRV_86e2af58-1cad,false
9b7492459b1b4895aaf43ab75e6fea07,459865,2024-11-22T17:39:00+00:00,2024-11-23T00:00:00+00:00,381.0,31.148,10.3,home,0.3805,11.85,DRV_59775306-4fb7,false
0692dc6394244ed59bac5c154fa03f26,176228,2024-12-27T15:19:00+00:00,2024-12-27T15:19:00+00:00,0.0,0.0,11.8,work,0.3334,0.0,DRV_b42db00b-cc54,false
658b252360144de9b54ad0a2e87466d7,160899,2025-07-04T11:05:00+00:00,2025-07-04T13:23:00+00:00,138.0,7.618,4.7,home,0.4183,3.19,DRV_16393287-42d0,false
c5c14eb4b27b4d909a16342c3e2b6091,195016,2024-12-08T19:13:00+00:00,2024-12-08T20:02:00+00:00,49.0,238.88,350.0,public,0.7657,182.92,DRV_667a1425-527a,false
fbdd3933cbd54bf69efd76e9ce3714af,301727,2024-12-07T09:04:00+00:00,2024-12-07T09:21:00+00:00,17.0,66.87,350.0,public,0.6518,43.58,DRV_794aeb6e-2330,false
5eddbbbfa9594663adaa2e688861fe18,175698,2024-02-27T16:53:00+00:00,2024-02-27T17:14:00+00:00,21.0,10.22,40.0,public,0.666,6.81,DRV_fbc3c565-5033,false
f5f62c976efb43b19b0498637d7ddbed,274124,2025-01-03T18:00:00+00:00,2025-01-03T21:57:00+00:00,237.0,20.063,7.8,home,0.3743,7.51,DRV_1da6f093-3097,false
6f7c15ea272a4d8eb5122df875b17a55,175655,2024-05-21T10:04:00+00:00,2024-05-21T16:33:00+00:00,389.0,44.446,13.8,work,0.298,13.24,DRV_a31ebfa0-52e4,false
cee624d09dac4e8385241ea6a6846099,176017,2025-10-22T10:47:00+00:00,2025-10-22T14:49:00+00:00,242.0,-57.18605971872637,19.3,work,0.3482,18.57,DRV_5adfd901-d4eb,true
da09dfa052824d8084b591f797ac6aa8,161416,2024-11-08T08:17:00+00:00,2024-11-08T10:53:00+00:00,156.0,33.181,20.5,work,0.3232,10.72,DRV_a31ebfa0-52e4,false
9c3eb2d591e14a96b6f72255c01f36bf,459865,2025-12-14T20:21:00+00:00,2025-12-15T00:03:00+00:00,222.0,12.806,5.5,home,0.4158,5.32,DRV_b77c63df-6dd8,false
2e8d0e87533440e699d80b8d7e8adee7,157587,2025-07-03T13:18:00+00:00,2025-07-03T17:05:00+00:00,227.0,18.988,8.5,home,0.4074,7.74,DRV_18cef4e4-83e1,false
e15ca666479742c9972072464223623b,506364,2025-08-24T17:53:00+00:00,2025-08-25T01:23:00+00:00,450.0,25.628,6.3,home,0.4092,10.49,DRV_ee18989a-6e51,false
f2b43abf84414efd8299436a8e485223,169761,2025-12-09T15:55:00+00:00,2025-12-09T21:36:00+00:00,341.0,61.218,14.2,work,0.3709,22.71,DRV_b752bb7c-e9b6,false
c21714298e204724bd137018680bac63,193148,2024-08-22T19:55:00+00:00,2024-08-22T22:41:00+00:00,166.0,10.684,4.9,home,0.3669,3.92,DRV_a9491ab0-351d,false
cafda61372bb412dbda67785b63b4dc3,157587,2025-04-11T21:18:00+00:00,2025-04-12T07:12:00+00:00,594.0,54.549,6.5,home,0.3886,21.2,DRV_87ea5d87-7fa1,false
4e6384bb3e494f43b118f68d6786d506,157587,2024-02-06T03:12:00+00:00,2024-02-06T10:30:00+00:00,438.0,33.355,8.0,home,0.3451,11.51,DRV_5052d185-32bb,false
6cedd15d58004c0287ea7ff58db06746,504574,2024-04-02T09:49:00+00:00,2024-04-02T14:56:00+00:00,307.0,43.708,13.9,work,0.31,13.55,DRV_7fb353fa-4357,false
1ee34dc43b044a8b805bfdc94e7ed827,474506,2024-12-01T06:50:00+00:00,2024-12-01T09:22:00+00:00,152.0,7.507,5.0,home,0.3784,2.84,DRV_37c4bba9-77e5,false
c31edbbcf36c462b892e6161be2d740a,301727,2025-07-01T19:21:00+00:00,2025-07-01T20:00:00+00:00,39.0,123.5,350.0,public,0.7837,96.79,DRV_1bbff57d-0878,false
b97e670346c84dfebbf47042bd1531c8,302372,2025-10-09T15:34:00+00:00,2025-10-09T22:54:00+00:00,440.0,112.468,20.5,work,0.3581,40.27,DRV_19b5f201-eff3,false
19bc143efb024ebb88729a4d98c7472a,162238,2024-09-07T21:23:00+00:00,2024-09-08T02:18:00+00:00,295.0,14.94,5.2,home,0.3784,5.65,DRV_bb63c769-3173,false
039f3a254d6148bdadefe1935c62b3a2,463061,2025-08-20T14:00:00+00:00,2025-08-20T17:44:00+00:00,224.0,26.63,11.2,work,0.3563,9.49,DRV_cfc44b00-613b,false
8da8eee40df54ac6b96b648a0ba6eab9,459865,2024-08-07T06:24:00+00:00,2024-08-07T10:04:00+00:00,220.0,14.234,5.4,home,0.3736,5.32,DRV_f7271269-ebd3,false
92f5df7b032343429f6a8f931a432f0a,462471,2024-01-07T13:53:00+00:00,2024-01-07T14:29:00+00:00,36.0,10.109,22.2,public,0.7028,7.1,DRV_d298dbba-e9cb,false
0d270659f72a4a9baf32751e5738811d,463062,2024-02-19T13:51:00+00:00,2024-02-19T18:45:00+00:00,294.0,89.673,20.2,work,0.2996,26.86,DRV_260821a5-b8f5,false
2631d00b26d744d38db95301afbb411a,175715,2025-04-24T07:06:00+00:00,2025-04-24T07:33:00+00:00,27.0,15.577,40.0,public,0.7346,11.44,DRV_0ba05b4b-ac7e,false
9b37a22b6a8a416f83b290d08edddfcd,162239,2025-02-23T19:18:00+00:00,2025-02-23T21:23:00+00:00,125.0,11.49,8.5,home,0.3831,4.4,DRV_018d9631-ec11,false
